category,question,answer,url
Sending large transfers,Are there limits to how much I can send?,"Yes, there are limits for how much you can send with us. They depend on which currencies you send to and from, and how you pay. You can check the limits for each currency in the Currencies articles. We’ll also let you know if you try to send too much at one time.",https://wise.com/help/articles/2526719/are-there-limits-to-how-much-i-can-send
Sending large transfers,What if I want to send more than my bank allows?,"Your bank may limit the amount you can send in one transfer, or in one day. This can make it hard to send large amounts — but here are some ways to make it easier.Go to your bank branch in personYou can send larger amounts in one go if you go to your bank in person, rather than doing it online or over the phone.It’s a good option if your bank is easy to get to, and you need to send money fast.Call your bank to increase the limitSome banks let you increase your limits for a short amount of time, like 24 hours. Give your bank a call to see if they’ll let you do this.This is a good option if it’s hard for you to get to your bank in person, and you need to send money fast. But not all banks do it.Add several smaller amounts to your balance, over a few daysTo do this, open a balance in your Wise account. Then, add money to it over several days and hold it in your balance. Once you’ve added the full amount, go ahead and make your transfer. Or, set up a transfer for the full amount and pay for it in several, smaller amountsIf you’d prefer not to open a balance, you can still set up a normal transfer for the full amount — and pay for it in several smaller amounts. To do this, set up your transfer as usual. Then pay in the first of the several, smaller amounts. This will trigger an email asking if:you’ve made a mistake if your bank has limits and you’re paying for your transfer in several smaller amountsFollow the instructions in your email to tell us you’ll be paying several smaller amounts. Keep in mind that if you pay for your transfer over several days, your guaranteed rate is likely to expire. This is because your rate is only guaranteed for specific period of time showed at a time of transfer created, and we can only keep that rate if we get the full amount within that timeframe.Tip: The email you get at this stage is sent automatically — so it may be faster and smoother to arrange your transfer through this email, than it's to get in touch with us. Reminder: Always be sure to double check the specific currency you’ll be paying with and sending to — some of our currencies have limits on how much you can send.",https://wise.com/help/articles/2977944/what-if-i-want-to-send-more-than-my-bank-allows
Sending large transfers,Tips for getting started with large transfers,"It can be daunting to send a lot of money abroad. So when you make a large transfer, we make things as easy as possible.Here are some tips to help you get started.Understand your banking limits, or pay in-branchYour bank might limit the amount of money you can send per day, or per transfer. Those limits might differ if you’re sending online, over the phone, or in-branch. If you’re sending online or over the phone, your bank might limit the amount you can send in one go. That means you’ll need to send several smaller transfers over the course of a few days instead — and you might miss out on the rate.Your bank might let you send a bigger amount if you go in-person, to your branch. So it’s often quicker, and simpler, to set up larger transfers in-branch. You can download a PDF with all your transfer details to make this easier. Tip: Contact your bank to find out your limits for sending money.​Verify your identity beforehand to avoid delays When you send money with Wise, we’ll ask to verify your identity. We do this by checking your photo ID and address. It usually takes about 2 working days. If you set up your transfer before getting verified, we’ll do these checks before we send your money. So to avoid delays, get verified beforehand.After you pay for your transfer, we might need to see more documents. That’s because when you send a large amount, we need to verify where the money came from. It could be a scan/screenshot of your bank statement, a property sale agreement, or a pay slip. Tip: Get verified before making your first big transfer.Send us proof of your joint accountIf you’re sending money from a joint account, send us proof that you’re one of the account holders. It’s quicker to do this before you set up your transfer.By sharing proof that your account is in the same name used on your Wise account, and has the same account number as your transfer, you’ll help us keep your transfer moving smoothly. Tip: Send us a scan or screenshot of a recent bank statement with your name and account details.What if I need additional support? While the thresholds of large amounts are different between regions and currency routes, we do have a specialised team dedicated to handling transfers above 50k GBP, or equivalent.Dedicated chats are open:UK (UTC+1) 9AM-10PMUS (UTC -4) 4AM-5PMAustralia (UTC +10) 8PM-9AMLearn moreHow much it costsHow we determine our feesCustomer reviewsNeed more help? Get in touch with our team of large transfer experts.",https://wise.com/help/articles/2961856/tips-for-getting-started-with-large-transfers
Sending large transfers,How much does it cost to send large transfers?,"We always use the real exchange rate and charge a transparent fee, no matter how much money you send with us. And the more you send with us, the more you save on fees.All mentions of day and month in this article are based on London UTC time.How do our fees work? When you send over 20,000 GBP (or equivalent in your currency) over a calendar month, you’ll get a lower fee on the amount you send over the limit.The lower fee applies to one-time transfers or multiple completed transfers in the same month. How do I get the discounted fees? We'll automatically apply the discounted rate to your transfers or balance conversions as long as you: send over 20,000 GBP (or equivalent) within a calendar month*convert between currencies (e.g. GBP to EUR)It doesn’t matter how many currencies you send to and from — you can still get the lower fee.Sending transfers in the same currency won't count (e.g. if you send USD to USD) and pay with one of the supported currencies for discounted fees*. See below for the list of applicable currencies. *Only completed transfers or conversions are counted towards the volume. If you set up transfers, but don't complete them, they won't count. How much is the fee?The more you send, the lower your fee is. This table shows the estimated percentage discount depending on your monthly volume.Volume (GBP)Discount (%)0–20k020k–300k0.1300k–500k0.15500k–1m0.161m+0.17If you're sending or converting more than 2m GBP or equivalent read more info here. This works a bit like tax brackets. So, just like you pay no tax on the first part of your income, then a progressively higher percentage on the next part of your income — you only get the lower fee on the amount that falls in each bracket. The thresholds are calculated in GBP. So, if you normally send USD or any other currency, we’ll work out whether you’re in the bracket to get a lower fee using the live exchange rate. You don’t need to work the fee out yourself. We’ll always automatically apply it to your transfer. An example of how the fee worksAll the numbers used in this section are examples only. The actual numbers can vary.Let’s say that in September, you send 2 transfers of 20,000 GBP to EUR, and 1 transfer of 500 GBP to EUR.On the first transfer, we’ll charge our normal fee for sending GBP to EUR by bank transfer, which is 0.33%. There’s no discount on it, because it’s the limit for the first bracket of 20,000 GBP.On the second and third transfers, we’ll charge 0.23%, because you’re in the second bracket and now qualify for the lower fee. So even when you’re sending smaller amounts in September, you’ll get the lower fee as long as the initial limits for each bracket have been met.If you send that 40,500 GBP in one go instead of in 3 transfers, you’ll get the same average fee.It will be calculated as follows:1. 20,000 GBP * 0.33% = 66 GBP2. 20,500 GBP * 0.23% = 47.2 GBPTotal = 113.2 GBP for the fees.Remember: A transfer needs to be completed before the end of the same month to qualify for lower fees, as the threshold resets for the following month.You can calculate your average fee here.Learn more about sending large amounts with WiseSupported currencies*In order to get the discounted fees, the currency you pay with must be AED, ARS, AUD, BGN, BRL, CAD, CHF, CNY, CZK, DKK, EUR, GBP, HKD, HUF, IDR, INR, JPY, MYR, NOK, NZD, PHP, PLN, RON, SEK, SGD, TRY, UAH, or USD. If paying by bank transfer (not your Wise balance), you can also pay with ILS. For the most up to date information on your fees, please see the Terms of Use for your region.",https://wise.com/help/articles/2977942/how-much-does-it-cost-to-send-large-transfers
Sending large transfers,Why do I need to prove where my money comes from?,"When you send a large amount, we might need to see proof of where you got the money you’re sending. This is a regulatory requirement, and it helps us keep Wise safe for everyone.If we ask to see where you got your money, we’ll need you to provide a document that shows the movement of that money. That might be:a bank statementan investment or savings certificateor a letter from a solicitor confirming you received money from inheritance, for exampleSee the list of documents we accept",https://wise.com/help/articles/2978019/why-do-i-need-to-prove-where-my-money-comes-from
Sending large transfers,Can I use my bank statement as a source of funds?,"We can accept a bank statement as proof of where you got your money if it includes:the full amount you’re transferring with usthe origin of that money with clear references on the credit transactionsand your name and account informationIf your statement doesn’t include this, we’ll need to see supporting documentation. This might be a house sale agreement, or proof of inheritance, for example.And if your money has come from your savings or salary, you won’t need to show us the full amount. Instead, we’ll ask for 3 months of statements, showing regular payment transactions with clear references.See the list of documents we accept",https://wise.com/help/articles/2978014/can-i-use-my-bank-statement-as-a-source-of-funds
Sending large transfers,How long does a large transfer take?,"We do security checks when people send money abroad; they satisfy regulations, and help keep everyone safe. If you’re sending a larger amount, we often have to do extra manual checks, which can take longer.We make this process as fast as possible, but we know sending large transfers can be particularly stressful. So here are some things you can do to speed things up.Set up your transfer with time to spareThe speed of your transfer depends on a few factors:when you send itwhich currencies you’re sending to and fromhow you payWe’ll give you a delivery estimate when you set up your transfer. It’s accurate around 60% of the time for larger amounts, because the extra checks can cause delays. So if you have to complete a transfer within a certain timeframe, set it up as soon as possible.Have your documents readyHave your documents ready when you start your transfer. That way, if we ask for them, you can send them straight away and we can check them faster. Read about the documents you might need",https://wise.com/help/articles/2977945/how-long-does-a-large-transfer-take
Sending large transfers,Can I make an urgent large transfer?,"Unfortunately, we can’t send large amounts of money urgently.If you’re sending a large amount, it’ll usually take the same amount of time to process as regular transfer. Sometimes, we need to run security checks on payments, but we do our best to send them as quickly as we can.If your payment is time-sensitive, then please get in touch with our specialised team. We can help you get prepared for your transfer in advance, which usually helps to speed things along.",https://wise.com/help/articles/2978020/can-i-make-an-urgent-large-transfer
Sending large transfers,How can I get Wise’s lowest fee of 0.1%?,"Wise’s fees are based on which currencies you send between, how you pay, and how much you send. The more you send, the lower your fee can be. How to get our lowest fee of 0.1%To get the discounted fee of 0.1%, you'll need to meet these requirements: Amount: convert more than 2 million GBP or equivalent within a calendar month. If you send over 2 million GBP in one go or if you send it over several transfers, any amount over 2 million GBP gets the lower fee.Currencies: convert money between AUD, CAD, EUR, GBP, or USD.Applicable transaction types: this pricing applies to balance conversions, or when sending from your Wise balance to another Wise balanceAre there any restrictions?If you're converting over 2 million GBP in one transfer: You can only convert during market hours. That’s 00:00–8:30 PM UTC, Monday to Friday. This helps us manage our risk to keep our fee as low as we can. You can’t convert when it’s a bank holiday in the currency you’re converting to. For example, you can’t convert GBP to USD when it’s a bank holiday in the US. If you live in a country that can get Wise balances, you can send this amount in one go, except if you live in Australia*, Brazil, and Malaysia.*There's a lower limit of 1.8 million AUD for Australian residents and businesses. If you need to send more, please reach out to largetransfers@wise.com — we’ll try to help. What are my fees if I send less than 2 million GBP? When you send over 20,000 GBP or equivalent during a month, you’ll get discounted fees. Learn more about pricing on large amountsYou can see exactly how much you’ll pay on our pricing page. Just enter your currencies, how you're going to pay, and amount.Limits You can convert up to 5 million GBP or equivalent between GBP, EUR, CAD and USD. If you want to convert more, please get in touch.If you need more help sending large amounts, get in touch with our team so we can help out.Please see the Terms of Use for your region or visit Wise Fees & Pricing for the most up-to-date pricing and fee information.",https://wise.com/help/articles/45wv6wv9Q5oHCdiYnKaHPC/how-can-i-get-wises-lowest-fee-of-01
Sending large transfers,Sending Large Transfers if you live in Japan,"If your registered address on Wise is in Japan, you'll be able to send Large Amount transfers using Wise for amounts up to 150,000,000 Japanese Yen equivalent to and from any currency we support .Due to regulations, the new Large Transfers limit of up to 150,000,000 JPY equivalent only applies to Sending money under our type 1 license. If you try to send a large transfer in any other way, such as from your balances, it won't work. If sending money directly from your balances, and for adding money to your balances, the previous 1,000,000 JPY or equivalent limit applies.Here’s a recap to get you familiar with our limits:Transfer methodLimitSending money from your bank, card or alternative payment methods to another bank, card or alternative payment methodUp to 150,000,000 JPY or equivalent in other currenciesHolding money in your account’s balancesUp to 1,000,000 JPY or equivalent across all balances - see holding limits if you live in JapanAdding money to your Wise balanceUp to 1,000,000 JPY at onceWithdrawing money from your Wise balanceUp to 1,000,000 JPY or equivalent per withdrawal If you live abroad, these holding and sending limits won't apply to you, and you should refer to the currencies page for your limits instead.How to send a Large Transfer App: From Home, select SendSelect your recipient, if applicableType the amount you wish to sendChoose how to pay by tapping the Change button in the Paying with sectionClick Continue to finish setting up your transfer, and pay using the Paying with method you chose.Web: From Home, select SendSelect your recipient, if applicableType the amount you wish to sendChoose how to pay by tapping the Change button in the Paying with sectionClick Continue to finish setting up your transfer, and pay using the Paying with method you chose.Make sure you are using ""Send"" for Large TransfersIf you’re sending more than 1,000,000 JPY at once, you won’t be able to use your Wise balance as a Paying with method. In that case, you'll see the following error message:Make sure to follow the steps outlined above and to select any other available payment methods, such as Bank Transfer, by selecting Change in the Paying with section just below the transfer amount you typed.If you’re unable to see the Change button or the Paying with section, make sure you're setting up your transfer by choosing Send in your Wise Home. Due to regulations, you won't be able to change the Paying with method if you selected Add or Send from your Wise Balance.Read more about Large Transfers in Japan",https://wise.com/help/articles/7uZLhC448xJgbX92GYoIMe/sending-large-transfers-if-you-live-in-japan
Managing your recipients,How do I add or delete recipients?,"Whenever you send money to someone, we’ll save their recipient details automatically. But you can also add their details ahead of time. You can also delete them if they’re no longer needed.How to add a new recipientGo to Recipients Select Add a recipientSelect the currency of the recipient's bank accountSelect their bank details, or search for Wise usersIf you’re adding your own account, select Myself after selecting Enter bank detailsIf you’re adding someone else’s account, select Someone else — Find your friend using their email address to make this easier, or simply fill in their detailsSelect Confirm to save your recipientIf you're paying for your transfer with USD, you'll need to add your recipient's residential or business address due to US regulations.How to delete a recipientGo to RecipientsSelect the recipient details you want to removeSelect Delete recipientLearn what to do if you’ve sent money to the wrong recipient detailsCan I edit an existing recipient? Once you’ve saved a recipient, you can’t edit their account details, but you can add a nickname for them. If you need to make a change to their account information, you’ll need to delete them as a recipient and add them again. Your recipients are displayed in a list with a brief summary of their account details and their nickname if applicable. Click on a recipient to view their full details and account settings. How can I set a nickname for a recipient? You can add a nickname to your recipients to help stay organised while using Wise. We'll always use the full account holder name for any transactions — the nickname is just for your own reference. To set a nickname: Go to Recipients Select the recipient you want to add a nickname to Select Add nickname, enter the nickname and Save",https://wise.com/help/articles/2491526/how-do-i-add-or-delete-recipients
Managing your recipients,How to sync your contacts to find friends on Wise,"You can find your friends on your Recipients tab, when sending money, or in your settings under Security and privacy we’ll simply show you an option to Sync your contacts — that’s it! You can remain private from others finding you, and still have the convenience of sending money to your friends. Or you can let people find you.For now, you can only Sync your contacts on your Wise app.What if I can’t find my friend?If you can’t add someone to your Contacts list, check that:the phone number on their Wise account is right, and they’ve verified itthe phone number on their Wise account matches what you have in your phone’s contactsthey have turned on letting people find themthey have at least one balance open — this can be in any currencythe e-mail address on their Wise account is right and they've verified itAre there any restrictions?Right now, you can send money to all currencies that Wise supports.You can’t send to business accounts at the moment.Can I stop people from finding me and sending me money?You can find out if your account is discoverable in your privacy settings. From there, you can also enable or disable the option to be discoverable by email, phone or your Wisetag. Learn more about managing your discoverability settings",https://wise.com/help/articles/2978055/how-to-sync-your-contacts-to-find-friends-on-wise
Managing your recipients,Can I send money to someone with only their email address?,"If you don’t know your recipient’s bank details, you can usually send money to them using their email address or use our money to link feature.M2E (Money to Email) is currently available on the website only.If they’re on Wise, we’ll try to find their account details. Make sure they have this feature enabled. If they’re not on Wise, we’ll send them an email asking for their bank details.If they're on Wise, but you don't know their details or they can't receive money into their account, we’ll send them an email and they can enter their bank details.If the person you’re sending money to doesn’t accept the email transfer within 1 week, we’ll refund your money back to the bank account it came from. Unfortunately, you can’t send money to someone using only their email address if you’re sending from BRL, and INR.you’re sending to LKR, BDT, COP, CNY, UAH, GHS.they don't have local account details in the currency you're sending to. For example if you're sending them USD, they have to have account details in the US. Swift transfers are not supported.you're sending JPY and the amount is over 1 million",https://wise.com/help/articles/2932105/can-i-send-money-to-someone-with-only-their-email-address
Managing your recipients,I got my recipient's bank details wrong,"The fastest way to fix this mistake is by cancelling the transfer yourself. You can then set up a new transfer using the correct bank details.Whether or not you can cancel depends on how far along your transfer is in our system. So before you get started, check the status of your transfer.Log in to your Wise accountGo to Home to see your activity listFind the transfer in question — it should be marked as pendingYou can cancel your transfer if:Your transfer’s set upYour money’s on its way to usYour money’s being processedWe’ll send the money back to you, and you can set up another transfer using the correct bank details.Learn how to cancel your transferContact your recipient if you don’t see the cancel button, or if your transfer is complete.Our conversion process is fast and sometimes it’s too late to cancel. Once a transfer is marked as complete, the money is out of Wise’s system and into the banking system. So if you don’t see the option to cancel:Get in touch with the person you’re payingTell them how you got their bank details wrongAsk them to contact their bank and find out whether the money can still be delivered, or whether their bank will send it back to WiseTip: If the bank sends your money back to us, we’ll get in touch with you via email. You can then choose to set up your transfer with the correct bank details, or cancel your transfer and get a refund.If you’re paying by Swift and your recipient's bank returns the money to us, you can only get a refund. We’ll send you an email asking to choose between a refund to your Wise balance or external bank account.",https://wise.com/help/articles/2448406/i-got-my-recipients-bank-details-wrong
Managing your recipients,I spelt my recipient's name wrong,"Everyone makes mistakes. And the fastest way to fix this one is by cancelling the transfer yourself. You can then set up a new transfer using the correct name.Whether or not you can cancel depends on how far along your transfer is in our system. So before you get started, check the status of your transfer.Log in to your Wise accountGo to Home to see your activity listFind the transfer in question — it should be marked as pendingYou can cancel if your transfer’s set up, your money’s on its way to us, or your money’s being processed.You should still be able to cancel your transfer at these stages. We’ll send the money back to your bank account, and you can set up another transfer using the correct name.Learn how to cancel your transferContact your recipient if you don’t see the cancel button, or your transfer’s complete.Our conversion process is fast — and sometimes it’s too late to cancel. Once it’s marked as complete, your transfer is out of Wise’s system and into the banking system. This means we can’t make any changes to it.So if you don’t see the option to cancel:Get in touch with the person you’re payingTell them that you got their name wrongAsk them to contact their bank and find out whether the money can still be delivered, or whether their bank will send it back to WiseTip: If the bank sends your money back to us, we’ll get in touch with you via email. You can then choose to set up your transfer with the correct name, or cancel your transfer and get a refund.Learn how long a refund takesIf the recipient’s bank asks for a name amendment letterIn rare cases, your recipient’s bank will ask Wise for a name amendment letter. Unfortunately, we can’t provide these. If that happens:Get in touch with the person you’re payingAsk them to contact their bank and tell them to reject the paymentTheir bank will then send the money back to WiseOnce we’ve received the money from the bank, we’ll get in touch with you via email. You can then choose to set up your transfer with the correct name, or cancel your transfer and get a refund.If you’re paying by Swift and your recipient's bank returns the money to us, you can only get a refund. We’ll send you an email asking to choose between a refund to your Wise balance or external bank account. Learn how long a refund takes",https://wise.com/help/articles/2932667/i-spelt-my-recipients-name-wrong
Managing your recipients,I entered my recipient's email incorrectly,"Whether or not this is a problem depends on the kind of transfer you’ve made:It’s not a problem if you sent money to your recipient’s bank account, and entered their bank details when you set up your transfer.It is a problem if you didn’t know your recipient’s bank details, so you sent money to their email address.If you made a regular transfer using your recipient’s bank detailsUsing the wrong email address for your recipient won’t stop your money being delivered. But it will stop your recipient receiving emails from Wise.For instance, we always send your recipient an email confirming that you’ve sent them money. And if we don’t have the correct email address for them, they won’t receive that email.What to do Contact the person you’re paying. Let them know you’ve sent the money, but they won’t get email confirmation from Wise. For many people, this won’t be a problem — they’ll see when the money arrives by checking their bank account. If your recipient’s unhappy with this, try cancelling your transfer and starting again.If your recipient’s unhappy and you want to cancelWhether or not you can do this depends on how far along your transfer is in our system. So before you get started, check the status of your transfer.Log in to your Wise accountGo to Home to see your activity listFind the transfer in question — it should be marked as pendingYou can cancel if your transfer’s set up, your money’s on its way to us, or your money’s being processed.You should still be able to cancel your transfer at these stages. We’ll send the money back to your bank account, and you can set up another transfer using the correct email address.Learn how to cancel your transferContact your recipient if you don’t see the cancel button, or your transfer’s complete.Once your transfer’s complete, it’s out of Wise’s system and into the banking system. This means we can’t cancel it or change the email address. Your recipient will receive the money, but they won’t receive email confirmation from Wise.What to do Get in touch with the person you’re paying. Explain that the money’s in the banking system, so it’s too late to cancel. Tell them they’ll receive the money anyway — they can see when it arrives by checking their bank account.If you sent money to your recipient’s email address, and didn’t use their bank detailsIf you’ve sent money to your recipient’s email address — and you entered it incorrectly — we can’t complete your transfer.Here’s why: as soon as Wise receives the money for your transfer, we send your recipient an email. That email contains a link where they can enter their bank details.If your recipient doesn’t receive this email, Wise won’t receive their bank details. And that means we can’t send them your money. Please contact us to get this fixed.Tip: You can only send money to email addresses on the Wise website. You would have ticked a box confirming that you didn’t know their bank details. If you didn’t do this — or you sent money on the Wise app — you set up a regular transfer.Learn more about sending money to email addresses",https://wise.com/help/articles/2978030/i-entered-my-recipients-email-incorrectly
Rates and fees,Fees for sending money,"To see exactly how much your transfer could cost, visit our pricing page. Or read on for a bit more detail on how we work the price of your transfer out.How much a transfer costs depends on three things — the amount you’re sending, how you pay, and the exchange rate. The amount you’re sendingThe more money you send, the more your transfer costs. That’s because the Wise fee is worked out as a percentage of the amount you’re sending. The percentage varies from currency to currency, and you can check it on our pricing page. The exception to this is if you’re sending a small amount of money, in which case there’s a cheap, minimum fee. How you payThere are different ways to pay depending on the country you’re sending from. You’ll see how much each payment method or type of transfer costs when you set up your transfer. Sending same-currency transfers between Wise balances is free.The exchange rateYou always get the mid-market rate — it’s the one banks use to trade between themselves. Because we never mark this rate up, your recipient typically gets more money at the other end. The mid-market exchange rate is always moving. So for some of our currencies, you can lock in the rate you see when you set your transfer up — and you’re guaranteed to get it, as long as we receive the total amount in the stated timeframe.Learn more about guaranteed rates",https://wise.com/help/articles/2522717/fees-for-sending-money
Rates and fees,What's a guaranteed rate?,"A guaranteed rate is exactly what you’d expect: an exchange rate that’s guaranteed for a specified period of time. We offer a guaranteed rate to most transfers. When currency markets are volatile, we may not be able to do so. You can still send money using live rate transfers.As you finish setting up your transfer, we’ll guarantee your rate for a certain period of time. It’s important that you send your money to us right away so we receive your money on time. As long as we receive your money on time, you’ll get that rate locked.If your money doesn’t reach us in time, we’ll still convert and send it as soon as possible. But we’ll use the mid-market rate instead.Click here for info if you can't set up guaranteed rate transfers anymore.How does it work? How long is the rate guaranteed on my transfer?We guarantee your rate long enough for your money to get to us. It depends on the currency you’re sending from. We’ll always tell you how long the rate is guaranteed for when you set your transfer up.The guaranteed rate will be honoured once we received the full amount needed for your transfer, within the time specified.What if I don’t pay by bank transfer?Some payment methods, for example ACH Direct Debit in the US, work differently. If you pay for a transfer or a balance top up with one of these methods, your rate is locked in when you successfully paid, or when you authorised the payment to Wise. In most cases, these payments are very fast, so this won't affect your rate. How many transfers can I set up with a guaranteed rate?You can’t set up an unlimited number of transfers with a guaranteed rate. And you should only set up a transfer if you intend to complete it. If you created multiple transfers but only paid for one of them, we’ll assign your deposit to the first transfer you created. You can cancel any transfer you don’t intend to complete and leave just one active, so we know where to assign your money to.Keep in mind that if you remain at one step of the transfer setup process for more than 30 minutes, the guaranteed rate will refresh.It’s not possible to set up an unlimited number of transfers with a guaranteed rate. You should only set up a transfer if you intend to complete it. What if my transfer falls on a weekend?In most countries, banks don’t process transfers over the weekend — they start paying them out on the following working day. Because of this, we usually don’t count the weekend when we calculate guaranteed rates. For example, if your transfer has a 48-hour guaranteed rate, and you set up your transfer on Friday, at 5:00pm, your rate will be guaranteed until Tuesday at 5:00 pm. If we do guarantee your rate over the weekend, you’ll see this when you set your transfer up. Note: weekends in some countries, such as the UAE, are Friday and Saturday. In this case, we’d send out your money on the Sunday.What rate do I get if I set up a transfer on the weekend?Because the market closes on a Friday, we don’t give new rates over the weekend. So, if you set up a transfer on a weekend, you’ll get the last rate before the market closed on the Friday. We stop getting live rates at 5pm New York time, and we start getting live rates again at 9am Auckland time. Missing the guaranteed rate and rate changes.What if I miss my guaranteed rate?If your money reaches us after your guaranteed rate lock has expired, we’ll use the live rate at the time we receive it. This means that if your rate lock expires at 2pm, and your money reaches our account at 4pm, we’ll lock the live rate at 4pm and use that to send your money.For this reason, it’s usually best to get your money to us as soon as possible.It’s common for banks to have limits on the amount you can send online, and this often leads to Wise customers missing their guaranteed rate. To make sure you always get the rate you’ve locked, read our tips on sending money with your bank.What if the rate changes significantly in that time, or the rate is unstable? For any transfer with a guaranteed rate, there's a 5% rate limit. If the rate changes by 5% or more during the guaranteed rate period, we reserve the right to cancel and refund your transfer — we’ll send the money back to the account it came from. Sometimes, markets can be volatile. This means we may need to set temporary limits on the amount of money you can send with the guaranteed rate, even if the movement is under 5%. You'll see a notification for this when trying to send over the limit.When adding money to your balance from a different currency, just add the same currency first, and convert it to the one you want to send. This ensures we give you the best rate at the time.",https://wise.com/help/articles/2448203/whats-a-guaranteed-rate
Rates and fees,Why can't I set up guaranteed rate transfers anymore?,"If there’s been a violation of the Customer Agreement, we’ll remove the guaranteed rate feature from your account. This means you’ll no longer be able to set up a transfer with a guaranteed rate. What’s considered a violation of the Customer Agreement? This could involve setting up multiple transfers to get the best rate, or setting up and cancelling transfers without the intention of funding them at all. You should also not set up any transfers if you’re still waiting to receive money to fund them. Transfers should only be set up if you have the deposit amount available. If the guaranteed rate feature has been removed from my account, how can I get it back? Removal of this feature is not permanent. If you use Wise in line with the Customer Agreement, we may give you access to the feature once more. We can’t advise how long this will take — it’s dependent on your past and future transfer activity. How can I use Wise without the guaranteed rate? There are some alternative features you can use to send a fixed amount: If available, you can create and fund the transfer directly from your Wise accountYou can set up Rate Alerts to keep track of the exchange rate. We can either let you know the moment the rate reaches your desired threshold, or send you daily updatesWhen you’re sending money, enter the amount you want your recipient to get in the calculator.More info on Guaranteed rates",https://wise.com/help/articles/2978017/why-cant-i-set-up-guaranteed-rate-transfers-anymore
Rates and fees,Can I get rate alerts?,"You can navigate to your profile at the top, then go to Notifications and edit your Exchange rate alerts from there.",https://wise.com/help/articles/2487049/can-i-get-rate-alerts
Rates and fees,How do live rate transfers work?,"There are 2 types of exchange rates you can get on your transfer: a live rate, and a guaranteed rate. A live rate means that your transfer will be converted using the rate that's live at the time your money gets to Wise. It means that when you set up your transfer, you won't know exactly how much your recipient will get, because the rate will change in the time it takes your money to reach Wise from your bank account. How do I know if I've got a live rate for my transfer?Most of the time, your transfer will have a guaranteed rate. But sometimes, Wise can't offer you a guaranteed rate. This can happen if the exchange rate is really volatile. You can tell if your transfer is using the live rate, because when you set it up you'll see a message saying the exchange rate isn't guaranteed.What if I need to send an exact amount while the exchange rate isn't guaranteed?If there's no guaranteed rate, you won't be able to send an exact amount using the ""Recipient gets"" box. This is because the exchange rate will change between when you send us the money and when the recipient gets it, so we won't know how much to charge you. You can still send your recipient an exact amount if you need to. Here's how:Open a balance in the currency you have, and the currency you want your recipient to getAdd money to your balance in the currency you haveConvert that money to the currency you want your recipient to getSend the money straight from that currency to your recipientWhat if I don’t pay by bank transfer?Some payment methods, for example ACH Direct Debit in the US, work differently. If you pay for a transfer or a balance top up with one of these methods, your rate is locked in when you successfully paid, or when you authorised the payment to Wise.In most cases, these payments are very fast, so this won't affect your rate.",https://wise.com/help/articles/2978018/how-do-live-rate-transfers-work
Rates and fees,What are dynamic charges?,"For the information on your account and transfer fees, check the Terms of Use for your region and our pricing page.When you transfer or convert money, you may see an additional type of charge in the calculator called a dynamic charge. We may add it when you’re sending or converting a currency that’s less used around the world, or when foreign exchange markets are volatile. We’ll always be upfront about our fees, so if you don’t see the dynamic charge in the calculator starting a new payment, it means it doesn’t apply to you. Will this mean an increase in prices? Dynamic charges don’t necessarily mean an increase in prices. In fact, it may mean a decrease. These charges show the latest cost of exchanging currencies — so they may go up or down. Why do we use dynamic charges?The fees you pay include the cost of currencies we buy or sell to move your money around. For most of them, this cost is relatively stable, but in some cases, it can change often and fast. When this happens, we often have to stop transactions with these currencies. That’s why sometimes we may show the dynamic charges to make sure our services remain available to you.",https://wise.com/help/articles/2amMyWoOyhgTL0CkDcY2m4/what-are-dynamic-charges
Rates and fees,When do price changes apply to me?,"We’ll always let you know if and when we change the price of our fees. The way we do it depends on the type of fee and how it changes. Price decreasesWhen we decrease our prices, the change is immediately available for all Wise customers. We’ll do this before notifying you, so that you can start benefiting from the savings as soon as possible. Price increases for sending moneyIf you’ve funded your transfers from an account outside Wise via a bank transfer or a debit/credit card — we’ll notify you before a price increase if you've sent money using that currency in the past 6 months. Price increases for using your balances, Wise card or AssetsIf you use Assets, fund transfers from your Wise balance, convert currencies between Wise balances, or spend using the Wise card — we’ll notify you before a price increase within 7-62 days, depending on where you live. Check below for your notification period*.Your addressNotification period for balances and Wise cardNotification period for Wise AssetsAustralia20 daysN/ACanada30 daysN/AJapan**30 daysN/ASingapore7 days7 daysUSA21 daysN/AEU / EEA62 days14 daysUK62 days14 daysAny other country not listed above62 daysN/A*What does the notification period mean? It’s the minimum number of calendar days, required by our regulators, between the date we sent you the notification, and implementing the change. ** For Japan the notification period shows the maximum daysIf you disagree with these changes at any point, you have the right to close your account with us.",https://wise.com/help/articles/5fAUkrf0ra4vGSOV9qp8Iz/when-do-price-changes-apply-to-me
